school-wls	name	enw	school-type-wls	principal-local-authority	address	cyfeiriad	start-date	end-date
6752354	Troedyrhiw Community Primary School	Troedyrhiw Community Primary School	1	MTY				
6752355	Dowlais Primary School	Dowlais Primary School	2	MTY				
6752356	Goetre Primary School	Goetre Primary School	1	MTY				
6753300	St. Illtyds R.C.	St. Illtyds R.C.	1	MTY				
6753306	St.Mary's Catholic Primary	St.Mary's Catholic Primary	1	MTY				
6753307	St Aloysius Rc	St Aloysius Rc	2	MTY				
6754011	Afon Taf High School	Afon Taf High School	7	MTY				
6754012	Pen-Y-Dre High School	Pen-Y-Dre High School	7	MTY				
6754013	Cyfarthfa High School	Cyfarthfa High School	7	MTY				
6754600	Bishop Hedley High School	Bishop Hedley High School	7	MTY				
6757013	Greenfield School	Greenfield School	4	MTY				
6762058	Pengam Primary	Pengam Primary	1	CAY				
6762061	Fleur-De-Lys Primary	Fleur-De-Lys Primary	1	CAY				
6762071	Coed-Y-Brain Primary	Coed-Y-Brain Primary	1	CAY				
6762078	Markham Primary	Markham Primary	1	CAY				
6762081	Cwmaber Junior School	Cwmaber Junior School	5	CAY				
6762084	Libanus Primary	Libanus Primary	1	CAY				
6762086	Pontllanfraith Primary School	Pontllanfraith Primary School	1	CAY				
6762089	Deri Primary School	Deri Primary School	1	CAY				
6762093	Crumlin High Level Primary	Crumlin High Level Primary	1	CAY				
6762095	Pentwynmawr Primary School	Pentwynmawr Primary School	1	CAY				
6762097	Derwendeg Primary School	Derwendeg Primary School	1	CAY				
6762098	Tynewydd Primary School.	Tynewydd Primary School.	1	CAY				
6762100	Cwmcarn Primary School	Cwmcarn Primary School	1	CAY				
6762103	Waunfawr Primary	Waunfawr Primary	1	CAY				
6762105	Risca Primary	Risca Primary	1	CAY				
6762108	Fochriw Primary	Fochriw Primary	1	CAY				
6762121	Gilfach Fargoed Primary	Gilfach Fargoed Primary	1	CAY				
6762140	Hendre Junior School	Hendre Junior School	5	CAY				
6762145	Hendre Infants School	Hendre Infants School	6	CAY				
6762148	Hengoed Primary	Hengoed Primary	1	CAY				
6762158	Llancaeach Junior School	Llancaeach Junior School	5	CAY				
6762171	Llanfabon Infants School	Llanfabon Infants School	6	CAY				
6762193	Rhydri Primary School	Rhydri Primary School	1	CAY				
6762197	Nant Y Parc Primary School	Nant Y Parc Primary School	1	CAY				
6762207	Pantside Primary	Pantside Primary	1	CAY				
6762224	Tiryberth Primary	Tiryberth Primary	1	CAY				
6762227	Ty Isaf Infants School	Ty Isaf Infants School	6	CAY				
6762252	Cwm Ifor Primary School	Cwm Ifor Primary School	1	CAY				
6762256	Bryn Primary	Bryn Primary	1	CAY				
6762262	Ysgol Ifor Bach	Ysgol Ifor Bach	1	CAY				
6762264	Abercarn Primary School	Abercarn Primary School	1	CAY				
6762278	Greenhill Primary	Greenhill Primary	1	CAY				
6762282	Ysgol Gymraeg Caerffili	Ysgol Gymraeg Caerffili	1	CAY				
6762285	Ysgol Gymraeg Gilfach Fargod	Ysgol Gymraeg Gilfach Fargod	1	CAY				
6762296	Ynysddu Primary School	Ynysddu Primary School	1	CAY				
6762307	Upper Rhymney Primary School	Upper Rhymney Primary School	1	CAY				
6762309	Ysgol Y Lawnt	Ysgol Y Lawnt	1	CAY				
6762310	Bryn Awel Primary School	Bryn Awel Primary School	1	CAY				
6762313	Ysgol Gymraeg Trelyn	Ysgol Gymraeg Trelyn	1	CAY				
6762316	Phillipstown Primary School	Phillipstown Primary School	1	CAY				
6762322	Maesycwmmer Primary School	Maesycwmmer Primary School	1	CAY				
6762323	Bedwas Junior	Bedwas Junior	5	CAY				
6762326	Machen Primary School	Machen Primary School	1	CAY				
6762328	Graig-Y-Rhacca Primary And Nursery Community	Graig-Y-Rhacca Primary And Nursery Community	1	CAY				
6762335	Bedwas Infants	Bedwas Infants	6	CAY				
6762338	Hendredenny Park Primary	Hendredenny Park Primary	1	CAY				
6762339	Cwm Glas Infants School	Cwm Glas Infants School	6	CAY				
6762347	Cwmaber Infants School	Cwmaber Infants School	6	CAY				
6762368	Ysgol Gymraeg Bro Allta	Ysgol Gymraeg Bro Allta	1	CAY				
6762370	Cwmfelinfach Primary	Cwmfelinfach Primary	1	CAY				
6762373	Ysgol Gymraeg Cwm Gwyddon	Ysgol Gymraeg Cwm Gwyddon	1	CAY				
6762374	Y G G Y Castell	Y G G Y Castell	1	CAY				
6762376	Cwrt Rawlin Primary School	Cwrt Rawlin Primary School	1	CAY				
6762377	Cefn Fforest Primary	Cefn Fforest Primary	1	CAY				
6762378	Penllwyn Primary	Penllwyn Primary	1	CAY				
6762379	Blackwood Primary	Blackwood Primary	1	CAY				
6762380	Glyn-Gaer Primary School	Glyn-Gaer Primary School	1	CAY				
6762381	Park Primary	Park Primary	1	CAY				
6762382	Aberbargoed Primary School	Aberbargoed Primary School	1	CAY				
6762383	Trinant Primary	Trinant Primary	1	CAY				
6762384	Ty Sign Primary School	Ty Sign Primary School	1	CAY				
6762385	Tyn-y-Wern Primary	Tyn-y-Wern Primary	1	CAY				
6762386	Twyn Primary	Twyn Primary	1	CAY				
6762387	White Rose Primary School	White Rose Primary School	1	CAY				
6762388	Ysgol Bro Sannan	Ysgol Bro Sannan	1	CAY				
6762389	Plasyfelin Primary School	Plasyfelin Primary School	1	CAY				
6762390	St James Primary School	St James Primary School	1	CAY				
6762391	St Gwladys Bargoed School	St Gwladys Bargoed School	1	CAY				
6762392	Rhiw Syr Dafydd Primary School	Rhiw Syr Dafydd Primary School	1	CAY				
6762393	Ystrad Mynach Primary	Ystrad Mynach Primary	1	CAY				
6762394	Ysgol Gynradd Gymraeg Cwm Derwen	Ysgol Gynradd Gymraeg Cwm Derwen	1	CAY				
6762395	Ysgol Penalltau	Ysgol Penalltau	1	CAY				
6763310	St Helens Rc Primary	St Helens Rc Primary	1	CAY				
6764031	Newbridge School	Newbridge School	7	CAY				
6764046	Blackwood Comprehensive School	Blackwood Comprehensive School	7	CAY				
6764065	St Cenydd School	St Cenydd School	3	CAY				
6764068	Risca Community Comprehensive	Risca Community Comprehensive	7	CAY				
6764070	St Martin's School	St Martin's School	3	CAY				
6764073	Heolddu Comprehensive School	Heolddu Comprehensive School	3	CAY				
6764075	Lewis School Pengam	Lewis School Pengam	3	CAY				
6764077	Lewis Girls' Comprehensive School	Lewis Girls' Comprehensive School	3	CAY				
6764093	Bedwas High School	Bedwas High School	3	CAY				
6764103	Ysgol Gyfun Cwm Rhymni	Ysgol Gyfun Cwm Rhymni	3	CAY				
6764104	Islwyn High School	Islwyn High School	7	CAY				
6765400	Cwmcarn High School	Cwmcarn High School	3	CAY				
6765500	Idris Davies School 3 to 18	Idris Davies School 3 to 18	9	CAY				
6767011	Trinity Fields School	Trinity Fields School	4	CAY				
6772067	Bryn Bach Primary School	Bryn Bach Primary School	1	BGW				
6772070	Glanhowy Primary School	Glanhowy Primary School	1	BGW				
6772072	Deighton Primary School	Deighton Primary School	1	BGW				
6772074	Georgetown Junior And Infants	Georgetown Junior And Infants	1	BGW				
6772179	Sofrydd Primary	Sofrydd Primary	1	BGW				
6772253	Cwm Primary School	Cwm Primary School	1	BGW				
6772277	Beaufort Hill Primary	Beaufort Hill Primary	1	BGW				
6772278	Willowtown Primary School	Willowtown Primary School	1	BGW				
6772306	Blaen-y-Cwm Primary School	Blaen-y-Cwm Primary School	1	BGW				
6772307	Ysgol Gymraeg Brohelyg	Ysgol Gymraeg Brohelyg	1	BGW				
6772309	Glyncoed Primary	Glyncoed Primary	1	BGW				
6772310	Rhos Y Fedwen	Rhos Y Fedwen	1	BGW				
6772311	Ystruth Primary	Ystruth Primary	1	BGW				
6772312	St. Illtyd's Primary School	St. Illtyd's Primary School	1	BGW				
6772313	Coed Y Garn Primary School	Coed Y Garn Primary School	1	BGW				
6773308	St Mary's Roman Catholic	St Mary's Roman Catholic	1	BGW				
6773309	St. Mary's Church School	St. Mary's Church School	1	BGW				
6773315	All Saints R.C. Primary School	All Saints R.C. Primary School	1	BGW				
6773316	St. Joseph's R.C. Primary	St. Joseph's R.C. Primary	1	BGW				
6774061	Tredegar Comprehensive School	Tredegar Comprehensive School	7	BGW				
6775401	Brynmawr Foundation School	Brynmawr Foundation School	7	BGW				
6775500	Ebbw Fawr Learning Community	Ebbw Fawr Learning Community	8	BGW				
6775501	Abertillery Learning Community	Abertillery Learning Community	8	BGW				
6777011	Pen-y-cwm Special School	Pen-y-cwm Special School	4	BGW				
6777012	River Centre 3-16 Learning Community	River Centre 3-16 Learning Community	10	BGW				
6781011	Brynteg Nursery	Brynteg Nursery	11	TOF				
6782115	Victoria Primary	Victoria Primary	2	TOF				
6782203	Llanyrafon Primary School	Llanyrafon Primary School	2	TOF				
6782204	Maendy Junior And Infants	Maendy Junior And Infants	1	TOF				
6782205	Llantarnam Community Primary School	Llantarnam Community Primary School	1	TOF				
6782211	Pontnewydd Primary & Nursery	Pontnewydd Primary & Nursery	1	TOF				
6782249	Greenmeadow Primary	Greenmeadow Primary	2	TOF				
6782298	Cwmffrwdoer Primary	Cwmffrwdoer Primary	2	TOF				
6782308	George Street Primary School	George Street Primary School	1	TOF				
6782312	Ysgol Gymraeg Cwmbran Primary	Ysgol Gymraeg Cwmbran Primary	1	TOF				
6782315	Garnteg Primary	Garnteg Primary	1	TOF				
6782318	Ysgol Bryn Onnen	Ysgol Bryn Onnen	2	TOF				
6782319	Woodlands Community Primary School	Woodlands Community Primary School	1	TOF				
6782320	New Inn Primary School	New Inn Primary School	1	TOF				
6782321	Griffithstown Primary School	Griffithstown Primary School	1	TOF				
6782322	Penygarn Community Primary School	Penygarn Community Primary School	1	TOF				
6782323	Blenheim Road Community Primary School	Blenheim Road Community Primary School	1	TOF				
6782324	Coed Eva Primary School	Coed Eva Primary School	1	TOF				
6782325	Croesyceiliog Primary School	Croesyceiliog Primary School	1	TOF				
6782326	Nant Celyn Primary School	Nant Celyn Primary School	1	TOF				
6782327	Ysgol Panteg	Ysgol Panteg	1	TOF				
6783028	Blaenavon Heritage Vc Primary School	Blaenavon Heritage Vc Primary School	1	TOF				
6783321	Cwmbran R.C. Jnr. & Infts.	Cwmbran R.C. Jnr. & Infts.	1	TOF				
6783324	St. Davids Cwmbran R.C. School	St. Davids Cwmbran R.C. School	1	TOF				
6783330	Henllys Church In Wales	Henllys Church In Wales	2	TOF				
6783331	Padre Pio Rc Primary School	Padre Pio Rc Primary School	2	TOF				
6783332	Ponthir Church in Wales School	Ponthir Church in Wales School	2	TOF				
6784051	Croesyceiliog School	Croesyceiliog School	3	TOF				
6784070	Abersychan Comprehensive	Abersychan Comprehensive	7	TOF				
6784072	West Monmouth School	West Monmouth School	7	TOF				
6784075	Ysgol Gyfun Gwynllyw	Ysgol Gyfun Gwynllyw	3	TOF				
6784076	Cwmbran High School	Cwmbran High School	3	TOF				
6784603	St. Albans R.C. High School	St. Albans R.C. High School	3	TOF				
6787012	Crownbridge Special School	Crownbridge Special School	4	TOF				
6792057	Gilwern Primary School	Gilwern Primary School	2	MON				
6792134	Goytre Fawr Primary	Goytre Fawr Primary	2	MON				
6792163	Undy Primary School	Undy Primary School	1	MON				
6792164	Rogiet County Primary	Rogiet County Primary	2	MON				
6792228	Pembroke Primary	Pembroke Primary	1	MON				
6792243	Llanvihangel Crucorney County Primary School	Llanvihangel Crucorney County Primary School	2	MON				
6792246	Thornwell Primary School	Thornwell Primary School	1	MON				
6792261	Durand Primary School	Durand Primary School	1	MON				
6792263	Llandogo Primary	Llandogo Primary	2	MON				
6792299	Shirenewton Primary School	Shirenewton Primary School	2	MON				
6792301	Trellech Junior & Infants	Trellech Junior & Infants	2	MON				
6792303	The Dell Primary	The Dell Primary	2	MON				
6792304	Overmonnow Primary School	Overmonnow Primary School	1	MON				
6792305	Cross Ash County Primary School	Cross Ash County Primary School	2	MON				
6792317	Ysgol Gymraeg Y Fenni	Ysgol Gymraeg Y Fenni	1	MON				
6792318	Ysgol Gymraeg Y Ffin	Ysgol Gymraeg Y Ffin	1	MON				
6792319	Cantref Primary	Cantref Primary	2	MON				
6792320	Deri View Primary School	Deri View Primary School	1	MON				
6792321	Kymin View Primary School	Kymin View Primary School	1	MON				
6792322	Castle Park Primary School	Castle Park Primary School	2	MON				
6792323	Llanfoist Fawr Primary	Llanfoist Fawr Primary	2	MON				
6792324	Dewstow	Dewstow	1	MON				
6793004	Llantilio Pertholey Cv Primary	Llantilio Pertholey Cv Primary	2	MON				
6793022	Usk Primary School	Usk Primary School	2	MON				
6793031	Raglan Primary	Raglan Primary	2	MON				
6793032	Osbaston Church In Wales School	Osbaston Church In Wales School	2	MON				
6793310	Magor V A Primary School	Magor V A Primary School	1	MON				
6793317	Our Lady & St Michael's Rc	Our Lady & St Michael's Rc	2	MON				
6793326	St Mary's R.C.P.School	St Mary's R.C.P.School	2	MON				
6793327	Archbishop Rowan Williams VA	Archbishop Rowan Williams VA	2	MON				
6794060	Monmouth Comprehensive School	Monmouth Comprehensive School	3	MON				
6794064	King Henry Viii Comprehensive	King Henry Viii Comprehensive	3	MON				
6794065	Chepstow Comprehensive School	Chepstow Comprehensive School	3	MON				
6794066	Caldicot School	Caldicot School	3	MON				
6797006	Mounton House Special	Mounton House Special	10	MON				
6801001	Kimberley Nursery School	Kimberley Nursery School	11	NWP				
6801005	Fairoak	Fairoak	11	NWP				
6802003	Clytha Primary School	Clytha Primary School	1	NWP				
6802004	Crindau Primary School	Crindau Primary School	1	NWP				
6802009	Eveswell Primary School	Eveswell Primary School	1	NWP				
6802017	Maesglas Primary & Nursery	Maesglas Primary & Nursery	1	NWP				
6802019	Maindee Primary	Maindee Primary	1	NWP				
6802022	Malpas Court Primary	Malpas Court Primary	1	NWP				
6802027	St. Woolos Primary	St. Woolos Primary	1	NWP				
6802030	Somerton Primary	Somerton Primary	1	NWP				
6802039	Glasllwch Primary School	Glasllwch Primary School	1	NWP				
6802043	Malpas Park Primary	Malpas Park Primary	2	NWP				
6802209	Langstone Primary School	Langstone Primary School	1	NWP				
6802224	Llanmartin Junior & Infants	Llanmartin Junior & Infants	1	NWP				
6802236	Marshfield Primary School	Marshfield Primary School	1	NWP				
6802258	Mount Pleasant Primary	Mount Pleasant Primary	2	NWP				
6802276	Rogerstone Primary	Rogerstone Primary	1	NWP				
6802295	High Cross Primary School	High Cross Primary School	1	NWP				
6802300	Pentrepoeth Primary	Pentrepoeth Primary	1	NWP				
6802302	Pillgwenlly Primary School	Pillgwenlly Primary School	1	NWP				
6802314	Ysgol Gymraeg Casnewydd	Ysgol Gymraeg Casnewydd	1	NWP				
6802315	Alway Primary School	Alway Primary School	1	NWP				
6802316	Ringland Primary	Ringland Primary	1	NWP				
6802317	Millbrook Primary	Millbrook Primary	1	NWP				
6802318	Monnow Primary	Monnow Primary	1	NWP				
6802319	Glan Usk Primary	Glan Usk Primary	1	NWP				
6802320	Ysgol Gymraeg Ifor Hael	Ysgol Gymraeg Ifor Hael	1	NWP				
6802321	Lliswerry Primary School	Lliswerry Primary School	1	NWP				
6802322	St. Julians Primary School	St. Julians Primary School	1	NWP				
6802323	Ysgol Gymraeg Bro Teyrnon	Ysgol Gymraeg Bro Teyrnon	1	NWP				
6802324	Caerleon Lodge Hill Primary	Caerleon Lodge Hill Primary	1	NWP				
6802325	St Andrew's Primary School	St Andrew's Primary School	1	NWP				
6802326	Gaer Primary School	Gaer Primary School	1	NWP				
6802327	Tredegar Park Primary School	Tredegar Park Primary School	1	NWP				
6802328	Jubilee Park Primary School	Jubilee Park Primary School	1	NWP				
6802329	Milton Primary School	Milton Primary School	1	NWP				
6803002	Malpas Church in Wales Primary School	Malpas Church in Wales Primary School	1	NWP				
6803300	St. Davids Primary	St. Davids Primary	2	NWP				
6803301	St Josephs R.C. Jnr. & Infts	St Josephs R.C. Jnr. & Infts	2	NWP				
6803302	St Marys Primary School	St Marys Primary School	2	NWP				
6803304	St Michael's Rc Primary School	St Michael's Rc Primary School	1	NWP				
6803305	St Patricks R.C. Primary	St Patricks R.C. Primary	1	NWP				
6803306	St. Gabriel's R.C.	St. Gabriel's R.C.	2	NWP				
6803313	Charles Williams Church in Wales Primary School	Charles Williams Church in Wales Primary School	1	NWP				
6804003	St Julian's School	St Julian's School	3	NWP				
6804020	The John Frost School	The John Frost School	3	NWP				
6804021	Llanwern High School	Llanwern High School	3	NWP				
6804025	Newport High School	Newport High School	3	NWP				
6804026	Lliswerry High School	Lliswerry High School	3	NWP				
6804030	Bassaleg School	Bassaleg School	3	NWP				
6804059	Caerleon Comprehensive School	Caerleon Comprehensive School	3	NWP				
6804060	Ysgol Gyfun Gwent Is Coed	Ysgol Gyfun Gwent Is Coed	7	NWP				
6804602	St. Joseph's R.C. High School	St. Joseph's R.C. High School	3	NWP				
6807002	Maes Ebbw School	Maes Ebbw School	4	NWP				
6807004	Ysgol Bryn Derw	Ysgol Bryn Derw	4	NWP				
6811003	Grangetown Nursery School	Grangetown Nursery School	11	CRF				
6811017	Tremorfa Nursery	Tremorfa Nursery	11	CRF				
6811018	Ely And Caerau Children's Centre	Ely And Caerau Children's Centre	11	CRF				
6812001	Millbank Primary School	Millbank Primary School	1	CRF				
6812003	Adamsdown Primary	Adamsdown Primary	1	CRF				
6812005	Albany Primary School	Albany Primary School	1	CRF				
6812007	Allensbank Primary School	Allensbank Primary School	1	CRF				
6812009	Baden Powell Primary School	Baden Powell Primary School	1	CRF				
6812011	Birchgrove Primary School	Birchgrove Primary School	2	CRF				
6812015	Trelai Primary School	Trelai Primary School	1	CRF				
6812017	Fairwater Primary School	Fairwater Primary School	2	CRF				
6812019	Gabalfa Primary	Gabalfa Primary	1	CRF				
6812031	Kitchener Primary School	Kitchener Primary School	1	CRF				
6812033	Lansdowne Primary School	Lansdowne Primary School	1	CRF				
6812037	Moorland Primary	Moorland Primary	1	CRF				
6812039	Radnor Primary School	Radnor Primary School	2	CRF				
6812041	Rhydypenau Primary School	Rhydypenau Primary School	1	CRF				
6812043	Roath Park Primary School	Roath Park Primary School	1	CRF				
6812045	Greenway Primary School	Greenway Primary School	1	CRF				
6812050	Stacey Primary School	Stacey Primary School	1	CRF				
6812052	Ton-yr-Ywen Primary School	Ton-yr-Ywen Primary School	1	CRF				
6812061	Peter Lea Primary School	Peter Lea Primary School	1	CRF				
6812065	Bryn Hafod Primary School	Bryn Hafod Primary School	1	CRF				
6812069	Pen-y-Bryn Primary School	Pen-y-Bryn Primary School	1	CRF				
6812072	Coed Glas C P School	Coed Glas C P School	1	CRF				
6812074	Lakeside Primary School	Lakeside Primary School	1	CRF				
6812075	Pentrebane Primary School	Pentrebane Primary School	1	CRF				
6812084	Mount Stuart Primary School	Mount Stuart Primary School	1	CRF				
6812090	Llanishen Fach Primary School	Llanishen Fach Primary School	1	CRF				
6812092	Rhiwbeina Primary School	Rhiwbeina Primary School	1	CRF				
6812094	Llanedeyrn Primary School	Llanedeyrn Primary School	1	CRF				
6812096	Springwood Primary School	Springwood Primary School	1	CRF				
6812101	Ninian Park Primary School	Ninian Park Primary School	1	CRF				
6812104	Coryton Primary	Coryton Primary	1	CRF				
6812107	Bryn Celyn Primary School	Bryn Celyn Primary School	1	CRF				
6812111	Y G G Gwaelod Y Garth	Y G G Gwaelod Y Garth	1	CRF				
6812132	Radyr Primary School	Radyr Primary School	1	CRF				
6812137	Tongwynlais Primary School	Tongwynlais Primary School	1	CRF				
6812147	Llysfaen Primary School	Llysfaen Primary School	2	CRF				
6812153	Bryn Deri Primary	Bryn Deri Primary	1	CRF				
6812164	Oakfield Primary School	Oakfield Primary School	1	CRF				
6812166	Ysgol Gymraeg Melin Gruffydd	Ysgol Gymraeg Melin Gruffydd	1	CRF				
6812169	Ysgol Y Wern	Ysgol Y Wern	1	CRF				
6812170	Ysgol Gymraeg Coed Y Gof	Ysgol Gymraeg Coed Y Gof	2	CRF				
6812171	Ysgol Bro Eirwg	Ysgol Bro Eirwg	1	CRF				
6812173	Ysgol Treganna	Ysgol Treganna	2	CRF				
6812174	Willowbrook Primary School	Willowbrook Primary School	1	CRF				
6812175	Pentyrch Primary	Pentyrch Primary	2	CRF				
6812176	Thornhill Primary School	Thornhill Primary School	1	CRF				
6812177	Ysgol Pencae	Ysgol Pencae	2	CRF				
6812179	Meadowlane Primary School	Meadowlane Primary School	1	CRF				
6812180	Ysgol Mynydd Bychan	Ysgol Mynydd Bychan	1	CRF				
6812305	Creigiau Primary School	Creigiau Primary School	1	CRF				
6812306	Ysgol Gymraeg Pwll Coch	Ysgol Gymraeg Pwll Coch	1	CRF				
6812308	Ysgol Y Berllan Deg	Ysgol Y Berllan Deg	1	CRF				
6812309	Gladstone Primary School	Gladstone Primary School	1	CRF				
6812310	Glan Yr Afon Primary School	Glan Yr Afon Primary School	1	CRF				
6812311	Grangetown Primary School	Grangetown Primary School	2	CRF				
6812312	Herbert Thompson Primary	Herbert Thompson Primary	1	CRF				
6812313	Ysgol Glan Morfa	Ysgol Glan Morfa	1	CRF				
6812314	Ysgol Pen Y Pil	Ysgol Pen Y Pil	2	CRF				
6812315	Ysgol Gymraeg Nant Caerau	Ysgol Gymraeg Nant Caerau	1	CRF				
6812317	Rumney Primary	Rumney Primary	1	CRF				
6812318	Windsor Clive Primary	Windsor Clive Primary	1	CRF				
6812319	Severn Primary	Severn Primary	1	CRF				
6812320	Hawthorn Primary	Hawthorn Primary	1	CRF				
6812321	Danescourt Primary	Danescourt Primary	1	CRF				
6812322	Hywel Dda Primary School	Hywel Dda Primary School	1	CRF				
6812323	Ysgol Gynradd Gymraeg Pen-Y-Groes	Ysgol Gynradd Gymraeg Pen-Y-Groes	1	CRF				
6812324	Trowbridge Primary	Trowbridge Primary	1	CRF				
6812325	Ysgol Glan Ceubal	Ysgol Glan Ceubal	1	CRF				
6812326	Marlborough Primary	Marlborough Primary	1	CRF				
6812327	Pencaerau Primary	Pencaerau Primary	1	CRF				
6812328	Glyncoed Primary	Glyncoed Primary	1	CRF				
6812329	Whitchurch Primary	Whitchurch Primary	1	CRF				
6812330	Pontprennau Primary School	Pontprennau Primary School	1	CRF				
6812331	Howardian Primary School	Howardian Primary School	1	CRF				
6812332	Ysgol Gynradd Gymraeg Hamadryad	Ysgol Gynradd Gymraeg Hamadryad	1	CRF				
6813000	St. Mellons Church In Wales Primary	St. Mellons Church In Wales Primary	2	CRF				
6813321	St Alban's Rc Primary School	St Alban's Rc Primary School	2	CRF				
6813323	St Cuthbert's Rc Primary	St Cuthbert's Rc Primary	2	CRF				
6813328	St. Joseph's RC Primary School	St. Joseph's RC Primary School	2	CRF				
6813330	St. Mary's R.C. Primary School	St. Mary's R.C. Primary School	1	CRF				
6813332	St Patrick's R C School	St Patrick's R C School	2	CRF				
6813334	St. Peter's Primary School	St. Peter's Primary School	1	CRF				
6813336	St Cadoc's Catholic Primary	St Cadoc's Catholic Primary	1	CRF				
6813341	St Monicas C/W Primary School	St Monicas C/W Primary School	2	CRF				
6813343	St.Paul's C/W Primary School	St.Paul's C/W Primary School	2	CRF				
6813344	Tredegarville C/W Primary	Tredegarville C/W Primary	1	CRF				
6813346	Llandaff City Primary School	Llandaff City Primary School	2	CRF				
6813351	Christ The King Primary School	Christ The King Primary School	2	CRF				
6813353	St John Lloyd	St John Lloyd	1	CRF				
6813354	Holy Family R.C. Primary	Holy Family R.C. Primary	2	CRF				
6813355	St Mary The Virgin C/W Primary School	St Mary The Virgin C/W Primary School	1	CRF				
6813357	All Saints C/W Primary	All Saints C/W Primary	2	CRF				
6813366	St Fagans Church In Wales	St Fagans Church In Wales	1	CRF				
6813370	St Bernadettes Primary School	St Bernadettes Primary School	1	CRF				
6813371	St David's C/W Primary School	St David's C/W Primary School	1	CRF				
6813373	Bishop Childs C/W Primary	Bishop Childs C/W Primary	2	CRF				
6813374	St Philip Evans Primary School	St Philip Evans Primary School	1	CRF				
6813375	St. Francis R. C. Primary Sch.	St. Francis R. C. Primary Sch.	1	CRF				
6814039	Cardiff High School	Cardiff High School	3	CRF				
6814041	Willows High School	Willows High School	7	CRF				
6814042	Fitzalan High School	Fitzalan High School	3	CRF				
6814049	Cantonian High School	Cantonian High School	3	CRF				
6814051	Llanishen High School	Llanishen High School	3	CRF				
6814054	Cathays High School	Cathays High School	3	CRF				
6814070	Radyr Comprehensive School	Radyr Comprehensive School	3	CRF				
6814071	Ysgol Gyfun Gymraeg Glantaf	Ysgol Gyfun Gymraeg Glantaf	3	CRF				
6814072	Ysgol Gyfun Gymraeg Plasmawr	Ysgol Gyfun Gymraeg Plasmawr	3	CRF				
6814074	Ysgol Gyfun Gymraeg Bro Edern	Ysgol Gyfun Gymraeg Bro Edern	3	CRF				
6814075	Cardiff West Community High School	Cardiff West Community High School	3	CRF				
6814076	Eastern High	Eastern High	7	CRF				
6814600	St. Illtyd's Catholic High School	St. Illtyd's Catholic High School	7	CRF				
6814607	Mary Immaculate High School	Mary Immaculate High School	7	CRF				
6814608	Bishop Of Llandaff Church In Wales High School	Bishop Of Llandaff Church In Wales High School	3	CRF				
6814609	St Teilo's C-In-W High School	St Teilo's C-In-W High School	3	CRF				
6814611	Corpus Christi Catholic High School	Corpus Christi Catholic High School	7	CRF				
6815403	Whitchurch High School	Whitchurch High School	3	CRF				
6817001	Greenhill Special School	Greenhill Special School	10	CRF				
6817005	The Court School	The Court School	10	CRF				
6817006	Woodlands High School	Woodlands High School	4	CRF				
6817008	Riverbank School	Riverbank School	10	CRF				
6817011	Ty-Gwyn Special School	Ty-Gwyn Special School	4	CRF				
6817019	The Hollies School	The Hollies School	10	CRF				
6817021	Meadowbank Special School	Meadowbank Special School	10	CRF				
6606027	Treffos School	Treffos School		AGY				
6606028	Caban Aur	Caban Aur		AGY				
6616008	St Gerards School Trust	St Gerards School Trust		GWN				
6616022	Aran Hall School	Aran Hall School		GWN				
6616033	Teresa House	Teresa House		GWN				
6616034	Bangor Independent School	Bangor Independent School		GWN				
6626017	St David's College	St David's College		CWY				
6626019	Rydal Penrhos	Rydal Penrhos		CWY				
6636013	Fairholme Preparatory School	Fairholme Preparatory School		DEN				
6636027	Ruthin School	Ruthin School		DEN				
6636040	The Branas School	The Branas School		DEN				
6636041	Myddelton College	Myddelton College		DEN				
6646004	Options Kinsale	Options Kinsale		FLN				
6646005	Bryn Tirion Hall School	Bryn Tirion Hall School		FLN				
6646006	The Haven	The Haven		FLN				
6656039	Prospects School	Prospects School		WRX				
6656042	Woodlands Children's Development Centre	Woodlands Children's Development Centre		WRX				
6666000	Christ College	Christ College		POW				
6666042	Amberleigh Residential Therapeutic School	Amberleigh Residential Therapeutic School		POW				
6666043	Focus School - Newtown Campus	Focus School - Newtown Campus		POW				
6666047	Ty Bronllys	Ty Bronllys		POW				
6666048	Bettws Lifehouse	Bettws Lifehouse		POW				
6666051	The Potteries	The Potteries		POW				
6666052	Summergil House School	Summergil House School		POW				
6686014	Marlowe St David's Education Unit	Marlowe St David's Education Unit		PEM				
6686015	Redhill Preparatory School	Redhill Preparatory School		PEM				
6686016	Landsker Education	Landsker Education		PEM				
6686018	Castle School	Castle School		PEM				
6686019	Ty Cariad	Ty Cariad		PEM				
6686020	Birribi Education	Birribi Education		PEM				
6686021	Ysgol Dail Pren	Ysgol Dail Pren		PEM				
6696002	Coleg Llanymddyfri	Coleg Llanymddyfri		CMN				
6696003	St Michael's School	St Michael's School		CMN				
6696008	Nant-y-cwm Steiner School	Nant-y-cwm Steiner School		CMN				
6696015	Gwenllian Education Centre	Gwenllian Education Centre		CMN				
6706001	Oakleigh House School	Oakleigh House School		SWA				
6706018	Ffynone House School	Ffynone House School		SWA				
6706023	Focus School - Swansea Campus	Focus School - Swansea Campus		SWA				
6706025	YNYSTAWE LODGE	YNYSTAWE LODGE		SWA				
6706026	Priority Childcare	Priority Childcare		SWA				
